state,senator,Lat,Lon
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
